供应商ID,品类,安全指数_I,排名,因子得分_F1,因子得分_F2,因子得分_F3,因子得分_F4
S366,B,0.41868562866687875,264,-0.3072084798008426,-1.0178818071837805,0.7568218557081087,0.03679739022887973
S020,C,0.4181123336846518,265,0.3773141848917764,-0.3861980207539202,-1.5131917504849244,0.7627190073235535
S103,C,0.4172048563685337,266,0.7004594399111835,-0.5205074991995584,-1.5854550307923145,0.3055043479040126
S183,C,0.41643930607115365,267,0.7508522177194814,-0.49878573518333646,-1.6526039707852926,0.2340877634631395
S358,B,0.41468149252763387,268,-0.003566928487616954,-1.0525489110700381,0.5583821729503324,-0.4227198752418921
S041,C,0.41370845293677866,269,0.5184345505535266,-0.4841669568578022,-1.5210809966594927,0.489485697558421
S150,A,0.4116985368174414,270,-1.396541904068049,1.4101670566728608,0.5352280864522979,-1.0357625776920345
S353,B,0.411519093971217,271,-0.30965970868344767,-1.0161747884160548,0.7132314345301982,-0.07526187098598158
S262,C,0.4091902834078343,272,0.6811811096980379,-0.4842707927225762,-1.6644986094076923,0.20949557368815572
S301,C,0.40879166425442337,273,-0.34848371714352616,-0.24193836129024682,-1.2271113738584971,1.5696400543906155
S246,C,0.4087595313167512,274,0.6665949722106845,-0.4887075312060185,-1.6513374044908407,0.22018996295485457
S233,B,0.4085730700370894,275,-0.047158802706381286,-1.0963842855244736,0.6053533785601641,-0.47475667321685106
S359,C,0.40778025491551145,276,0.008925857570252866,-0.38046016792402204,-1.3195893764231321,1.0665308766000579
S298,B,0.4076790298671156,277,-0.11229485171212089,-1.0540582255603357,0.5954014283479834,-0.3972977193402975
S398,C,0.40757316096230245,278,0.5815685393548035,-0.510207473049761,-1.5714796653664327,0.30422601162123364
S199,B,0.407169217490729,279,0.2794525814767968,-1.2012298813683504,0.49179246181201924,-0.937753048697488
S331,C,0.4069743208335317,280,0.40379340301419553,-0.5561470086171285,-1.392432332533271,0.5107481084951409
S068,C,0.4067451232567148,281,0.6642848974822273,-0.4784919055597123,-1.6743590981002754,0.19307647552224447
S073,B,0.40666230120116215,282,-0.11658621630002403,-1.0517183464583264,0.5893762739515225,-0.40754874491591336
S171,C,0.4064726087536937,283,0.11715147348435562,-0.3313577407039907,-1.4647916792768036,0.9191905692470143
S380,C,0.4056987161668144,284,0.5478676838294491,-0.5570190807475814,-1.50172115447453,0.3062300029420695
S135,C,0.4030942331220901,285,0.6200669918269188,-0.4706733252322848,-1.6742859489044535,0.19219035073136867
S225,B,0.40248177777827515,286,-0.17872311577524985,-1.049988669241482,0.6063482165774483,-0.3953853997958429
S234,C,0.39911257163338293,287,0.5463269196932586,-0.5363000737308652,-1.5661999210763278,0.20755857553643273
S349,C,0.39886477882936455,288,-0.06955869239442275,-0.307176725446213,-1.4069617724750834,1.0398871204508786
S193,B,0.39850649431659263,289,-0.2274492955658594,-1.0498529172597495,0.6167429032174354,-0.39708574954325965
S059,C,0.3984891134899425,290,0.6221753396837569,-0.6046369377896907,-1.5407761997482967,0.08518358465868611
S050,B,0.3982803246756177,291,-0.3796910009481459,-1.0252062062635185,0.6940222876448232,-0.20122576081245375
S228,C,0.3973746954165437,292,0.5581164414393996,-0.46568216815680885,-1.6709417122319263,0.18037827360821465
S267,C,0.39691643008436217,293,0.46429122651626525,-0.6345203672186572,-1.4011853181869776,0.25407839479545635
S141,B,0.39681298252789227,294,-0.7961845474696746,-0.9895942008715758,0.9381053298901462,0.3150447921427033
S355,C,0.3948689428634162,295,0.5397030717534591,-0.4561408654832344,-1.6845596359551531,0.16561604684042927
S326,C,0.3931549565114366,296,0.5767612101029589,-0.5534049262842298,-1.6029952919188677,0.06873888490338262
S032,C,0.39181214263544123,297,0.11534231478033438,-0.35209154233036255,-1.527175508987182,0.680967096030339
S143,A,0.38954787864535245,298,-2.013130241341923,1.4706309331547356,0.7919361003376352,-0.6286997979637035
S235,B,0.3883459160208414,299,-0.1965687671807742,-1.078158013552441,0.5675047992498834,-0.6062357096507939
S180,B,0.3852409782310641,300,-0.4116060489450655,-1.053021923435879,0.6713199653114603,-0.37626503652126686
S070,C,0.3821271555464848,301,0.03245327321970828,-0.4532808742704979,-1.4030907110331068,0.6070534683907288
S232,B,0.38186922647410954,302,0.08113859166549647,-1.139950610633922,0.40520713616652054,-1.078089752040304
S188,B,0.38137743205066216,303,-0.31885303955135963,-1.0595892948843848,0.5900154765116257,-0.5585141559460737
S360,B,0.3809801599721062,304,-0.5226224467398317,-1.1019809370537743,0.7835506508391693,-0.3134334071280907
S313,C,0.38093147765203833,305,0.08240826253082363,-0.397203423316415,-1.5146087599271323,0.5374461203876655
S146,B,0.3805603707012666,306,-0.791087670377795,-1.0602026620702714,0.9213063569016632,0.03187141533390119
S008,C,0.3787974550228144,307,0.3978722016217603,-0.4241900754884289,-1.7198592283599217,0.09522841950610436
S060,C,0.3787248141029085,308,0.35572001407428117,-0.4360651041885253,-1.6755827456806323,0.14478997244343236
S085,C,0.37811955011165777,309,0.2838332945771454,-0.4271653828980235,-1.6389432989918729,0.2288660768023679
S279,C,0.37714633196740954,310,0.26704208906429167,-0.5756557918794913,-1.4516927394956816,0.20026408719477337
S368,C,0.37672538943046613,311,0.33034445282049246,-0.4353729139005347,-1.6704694578683879,0.14514565332728832
S345,C,0.37560048557979164,312,0.30642482810476357,-0.43794417559544696,-1.6570741994916807,0.15690781704094067
S036,B,0.3733165247520497,313,-0.43118786772524087,-1.0643119914569636,0.6267936909015741,-0.545807513100398
S207,C,0.37322802902168895,314,0.20815783581243638,-0.4592744115865879,-1.5756048541655288,0.2394026334169864
S384,C,0.373050101714868,315,0.30749679075272607,-0.42636446193684163,-1.687533195297004,0.1173385591655943
S088,B,0.36860953898457804,316,-0.6163950237970781,-1.1454353068108212,0.8284482107128718,-0.40300808208022015
S216,B,0.3669048908303658,317,-0.6573854205400742,-1.0669697459686833,0.7517268552551136,-0.360218998494915
S256,B,0.36499613791484053,318,-0.7880680799826221,-1.0472230075306126,0.8095199095201467,-0.2201983150961474
S377,C,0.3597322463377529,319,-0.0031482658721253853,-0.38339189449804034,-1.5989813791279825,0.3086278248564922
S092,B,0.35813133723170926,320,-0.8583761461376223,-1.041291759381202,0.8108178616966776,-0.2396893483637244
S310,B,0.35789757611529593,321,-0.756017931081595,-1.0615459262768934,0.7609865643085735,-0.3783923435282075
S054,B,0.356622472944836,322,-0.5093240731684201,-1.1325089584967976,0.6637516163472914,-0.7294783092510456
S347,C,0.35258868630457285,323,0.1958875211945477,-0.4294554329312339,-1.7283067916813835,-0.0702056019442843
S397,B,0.3521634876172749,324,-0.4299537440675467,-1.1002156305207096,0.541302480458905,-0.8957519387430671
S186,C,0.35201505687138146,325,-0.24876646130565247,-0.5733409129061522,-1.239534946095957,0.4545565959312411
S324,B,0.35095942865081226,326,-0.816051325445126,-1.0632548062977971,0.7638636451329076,-0.4139670647315237
S173,C,0.3487938819157197,327,0.10144607541503803,-0.3701987237649216,-1.7559353217034772,0.0023286266151380844
S392,B,0.3469375079609938,328,-0.8274174206891278,-1.0650194725889761,0.7496844062834477,-0.4645176995672123
S253,C,0.34674455189521275,329,-0.7573050915312403,-0.28100046972326465,-1.2642883183087028,1.0836821418445668
S169,B,0.34553736268222546,330,-0.8980636267497335,-1.0503071391622827,0.7738609599072294,-0.3939495020218155
S133,C,0.3442218669210448,331,-0.31606264974386983,-0.35069214532494075,-1.5093165152929298,0.46479169816983507
S172,B,0.34351061759748414,332,-0.829570847636522,-1.0721527079744462,0.739132866803104,-0.5185354736656913
S011,C,0.3415421499696847,333,-0.2091364084986624,-0.37429723544806914,-1.5732670044485637,0.28031597680073217
S236,C,0.3393944946372061,334,-0.08689227148453786,-0.38476627431580246,-1.6606784717199776,0.08753312637761054
S174,B,0.3364981664222713,335,-0.9775477193629181,-1.052058324431499,0.777843418257473,-0.4384332134524825
S013,C,0.33617001261668555,336,-0.14699082315878412,-0.38973034361250014,-1.63128399644761,0.11105830118218937
S369,C,0.33499823277389956,337,0.3515351931343765,-0.5197616027164536,-1.8359975570307503,-0.5721203952056585
S275,A,0.3304883834313508,338,-2.67689152148785,1.5284416423342944,0.860021617611629,-0.7534237396471303
S329,A,0.3300215624748651,339,-2.6558000238449013,1.5233141784069046,0.8477642870318761,-0.7880682958706521
S175,B,0.32876002257051384,340,-1.0153563056981343,-1.064050332150469,0.7723620008712583,-0.5172824891119604
S090,C,0.3273933213823186,341,0.10800790234144877,-0.5340887495208051,-1.6906359452154152,-0.3878899132957484
S305,C,0.32590736868904885,342,-0.26630478286418807,-0.37563346708263046,-1.6254512758458515,0.10102668245108123
S044,C,0.32573177545630816,343,-0.2705725942370694,-0.3754454793130615,-1.6236662678655454,0.10363279311544668
S282,A,0.32295892269010323,344,-2.8118915072404067,1.5443508594468258,0.8946207830599916,-0.7037443419418046
S033,C,0.3189467086115323,345,-0.36782333653956756,-0.37424298358086694,-1.5968478402456285,0.11858957157509473
S239,C,0.3184365864349464,346,-0.6789285931747432,-0.5378981332154988,-1.1794709178073548,0.4705644457641217
S271,C,0.31804153806273605,347,-0.3122693680108697,-0.4165564790370573,-1.5907806010344037,0.024100860618680307
S362,C,0.3172554805443861,348,-0.8674080107129565,-0.2948041749612331,-1.3477704808053426,0.7464608785961975
S098,B,0.31324634076047436,349,-1.299819662924022,-1.0726376372227453,0.8910375105534695,-0.40544928668307717
S206,C,0.31184472702234295,350,-0.46195975202346223,-0.3682541162659787,-1.5799360562734228,0.12547605813952187
S182,C,0.3098014482836343,351,0.03309875427213654,-0.4872005848907679,-1.8010933383348937,-0.5645840869434119
S149,C,0.3001872113248799,352,-0.6683929317771657,-0.3764830546844642,-1.4938695394325627,0.19984935782128352
S346,B,0.29721307279847337,353,-1.5633065151822543,-1.0624863747632118,0.976004991499566,-0.33491041325911247
S263,C,0.2946549935063068,354,-0.7544558012917537,-0.4355436154522869,-1.3946317017820182,0.20781947664220599
S351,C,0.29391458825974304,355,-0.6608016780060498,-0.3511164275755456,-1.5678952758861713,0.09459243483243182
S342,C,0.2926560646415601,356,-0.6558392535954959,-0.369856689555631,-1.5561710750278168,0.06364596778446227
S338,B,0.29122101476783707,357,-1.6200990625564033,-1.012648521211229,0.921953450087473,-0.35115612395782786
S383,C,0.29095985749511305,358,-0.2410615237955982,-0.45695688522668276,-1.756423341412607,-0.5117416891711023
S110,C,0.2877333119593363,359,-0.7184312173241665,-0.42402444548145546,-1.476401161832643,0.05330122548573444
S314,C,0.28604541656825216,360,-1.1225436540553961,-0.4759519338774696,-1.1355725868213855,0.5298483549869325
S055,B,0.2855213684325552,361,-1.6515028370227347,-1.050163444981972,0.953274551433707,-0.4081857132762082
S210,C,0.28503178785553424,362,-0.816825754643217,-0.37414297767208526,-1.4786609084003546,0.1397930729688894
S039,C,0.2841031618328719,363,-0.24118204526234951,-0.4654277228210961,-1.787801026286795,-0.6235286171763236
S270,C,0.28278688923744777,364,-0.6293262337510563,-0.3911366726651244,-1.609353326356116,-0.13325656886710205
S364,B,0.2815734141789141,365,-1.7451775765397006,-1.0364208323631257,0.9809018114147757,-0.3513571760747244
S367,B,0.28152678365679934,366,-1.6652950680430343,-1.0541900993182183,0.9444924178696036,-0.45680292692329766
S040,B,0.28063924892655845,367,-1.7271567687455422,-1.0386313445222584,0.9659919118540939,-0.39118058432426467
S357,C,0.279804140003693,368,-0.4156358899616845,-0.4493092668547696,-1.709062551810105,-0.46672248131804583
S031,B,0.2728246444649712,369,-1.8309964357284652,-1.0271955673598447,0.9816055953813382,-0.38611939640384413
S025,C,0.2713369041485543,370,-0.9608505993554429,-0.3852124558814414,-1.4500254532314516,0.10705474729784689
S129,C,0.26761168397129115,371,-1.2293595408213032,-0.36500515522015453,-1.3060072743882298,0.3943168012624439
S379,C,0.2647464647299898,372,-0.6106158141466694,-0.42680639774241347,-1.688296213665208,-0.4559597534305545
S113,C,0.26171025095893585,373,-1.00310395156252,-0.3954033791900762,-1.4658047696949383,0.003643243590972655
S213,C,0.244601309300976,374,-1.3048776359562257,-0.3707580679137863,-1.3846245234669916,0.11900768954953331
S076,C,0.24349321586827533,375,-1.4084681526855372,-0.3747088186870091,-1.3129388810949207,0.2327068568456909
S067,C,0.24277430077367654,376,-1.3811146310125268,-0.3602737905401552,-1.3541156908428453,0.18918256719799018
S003,C,0.23894016019751008,377,-1.3859789877120887,-0.3831381164003873,-1.342443177331461,0.12325746755678632
S086,C,0.2341863030837431,378,-1.5931772942948552,-0.32542680916764777,-1.2924490043519574,0.32205079556579974
S245,C,0.23051592209834118,379,-1.0297373113053996,-0.44410077398787795,-1.5770130739399613,-0.4748252672198007
S131,B,0.22518037172940267,380,-2.54052278946656,-0.9467879889728034,1.1302471358280155,-0.2727524096397444
S244,C,0.21902319036165577,381,-1.674724451230769,-0.38490697970036325,-1.2545165983986168,0.16952439870121047
S308,B,0.21870637849221813,382,-2.4481619730259814,-1.003300151036816,1.0937929607713337,-0.507265436965445
S330,B,0.2173168251251066,383,-2.4569295124995625,-0.9988364587740345,1.086071296625276,-0.5172652068777366
S037,C,0.21378782156940707,384,-1.5634307144876645,-0.36148771724556505,-1.3829584155588734,-0.06742625684744666
S074,C,0.2130287553116974,385,-1.177208902830238,-0.43165487268061,-1.5894231344159664,-0.5706071948598205
S080,C,0.21298895290741163,386,-1.728025812388223,-0.37557886010433217,-1.2635857501665937,0.14124568382105393
S294,C,0.21268353085979375,387,-1.7307783181250358,-0.3754895313714086,-1.26369952164251,0.1400287008734777
S218,C,0.21102647078626496,388,-1.766540948030375,-0.3729218151317617,-1.2523368304573532,0.16093478929412805
S139,B,0.19874827772672643,389,-2.6582211858526086,-0.9458815679029026,1.05740150619656,-0.5544311930785392
S340,B,0.19434019194965146,390,-2.837235969455764,-0.9318975788708902,1.1471247451252344,-0.40245690922858374
S229,A,0.19162057020977918,391,-4.153561400515623,1.6313966260151627,1.0057570998118182,-1.1691792558945273
S365,C,0.18965985293264548,392,-1.9937146886473873,-0.3567347031653345,-1.2315751643377775,0.09877100282733728
S284,C,0.18284876407593487,393,-2.0937253085489416,-0.3479105966231455,-1.2107174858178145,0.1163728455155518
S247,C,0.17929256467585583,394,-2.102812418483552,-0.34884757558912116,-1.2216357204153636,0.0661457160656633
S194,C,0.14917799042745478,395,-2.4396919673608193,-0.32275900750829845,-1.1820969407229733,-0.002864489477097299
S108,B,0.13437414737434258,396,-3.349928724622658,-0.9181497658296763,1.1536657040250555,-0.7414687531568149
S268,C,0.1314165177789531,397,-2.6448082945808085,-0.3053372401641252,-1.156046653632023,-0.0358210829408653
S306,C,0.13078171459610474,398,-2.6366713149958008,-0.3090287930264284,-1.1623133509095844,-0.05563429169035596
S356,C,0.1266640072237833,399,-2.6603104835568168,-0.31081815539324986,-1.166962126711983,-0.0940175866452996
S140,B,0.10270276686172439,400,-3.7401509372189787,-0.8373356019577877,1.16028381430836,-0.7624999332767
S151,C,0.06844222455727447,401,-3.0952012202616537,-0.3211369610702981,-1.1776539500391952,-0.5072373494837535
S361,C,0.0,402,-4.063445550303057,-0.20097357809052796,-1.0076989193370016,-0.40611440944876065
